Date,Number_of_Vehicles,Vehicle_Speed,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Chainage(km),Accident_Severity,No_of_accidents
26-12-2017,1,90,7,5,2,29,3,1
26-12-2017,1,40,4,2,2,36,3,1
26-12-2017,1,40,4,5,2,4,3,1
26-12-2017,1,90,1,1,1,21,3,2
26-12-2017,1,90,4,1,1,27,3,1
26-12-2017,1,90,4,2,2,27,3,1
26-12-2017,1,90,6,2,2,11,1,1
26-12-2017,1,90,1,1,1,28,3,1
26-12-2017,1,90,1,1,2,26,3,1
26-12-2017,1,90,4,2,2,36,3,2
26-12-2017,1,40,4,2,2,18,3,3
26-12-2017,1,60,4,3,3,13,3,1
26-12-2017,1,70,1,1,1,8,3,1
26-12-2017,1,70,1,1,2,29,3,1
26-12-2017,1,70,1,2,3,27,3,1
26-12-2017,1,70,1,3,3,1,2,1
26-12-2017,1,70,1,8,4,40,3,1
26-12-2017,1,70,4,2,2,20,2,1
26-12-2017,1,70,4,5,2,20,3,1
26-12-2017,1,70,4,8,2,31,3,1
26-12-2017,1,70,6,1,2,17,3,1
26-12-2017,1,70,6,2,2,30,3,2
26-12-2017,1,70,6,2,5,36,3,1
26-12-2017,1,70,6,4,2,33,3,1
26-12-2017,1,70,6,5,2,50,3,1
26-12-2017,1,70,6,6,3,17,3,1
26-12-2017,1,20,1,8,1,50,3,2
26-12-2017,1,20,4,1,1,7,3,4
26-12-2017,1,20,4,1,2,46,3,1
26-12-2017,1,90,1,1,1,18,3,5
26-12-2017,1,90,1,1,2,11,2,3
26-12-2017,1,90,1,2,2,27,3,2
26-12-2017,1,90,1,3,4,41,3,1
26-12-2017,1,90,1,5,2,18,3,1
26-12-2017,1,90,4,1,1,18,3,4
26-12-2017,1,90,4,1,2,12,3,4
26-12-2017,1,90,4,2,2,36,3,10
26-12-2017,1,90,4,3,3,33,3,2
26-12-2017,1,90,4,4,1,32,3,1
26-12-2017,1,90,4,5,2,17,3,1
26-12-2017,1,90,5,2,2,2,3,2
26-12-2017,1,90,7,3,4,24,3,1
26-12-2017,1,40,6,2,2,35,3,2
26-12-2017,1,50,6,1,4,44,3,1
26-12-2017,1,60,1,1,1,6,3,1
26-12-2017,1,60,1,1,2,9,3,2
26-12-2017,1,60,4,2,2,10,3,1
26-12-2017,1,60,6,1,1,27,3,1
26-12-2017,1,60,6,1,2,46,3,1
26-12-2017,1,60,6,2,2,21,3,3
26-12-2017,1,60,6,5,2,42,3,2
26-12-2017,1,60,7,9,1,33,3,1
26-12-2017,1,60,4,2,2,25,3,1
26-12-2017,1,70,1,1,1,38,3,1
26-12-2017,1,90,4,2,2,9,3,1
26-12-2017,2,20,1,1,1,29,3,1
26-12-2017,2,20,4,2,2,9,3,1
26-12-2017,2,90,1,1,1,19,3,1
26-12-2017,2,90,1,1,2,48,2,1
26-12-2017,2,90,1,9,1,14,3,1
26-12-2017,2,90,4,1,2,12,3,2
26-12-2017,2,90,4,2,2,21,3,4
26-12-2017,2,90,4,5,2,45,3,2
26-12-2017,2,90,7,1,2,35,2,1
26-12-2017,2,90,7,9,1,41,3,1
26-12-2017,2,40,1,1,2,30,3,1
26-12-2017,2,40,4,2,2,47,3,1
26-12-2017,2,50,1,1,1,11,3,1
26-12-2017,2,50,4,2,2,45,2,1
26-12-2017,2,60,5,1,2,8,3,1
26-12-2017,2,20,1,1,2,41,3,1
26-12-2017,2,90,4,1,1,3,3,1
26-12-2017,2,90,4,1,2,45,3,1
26-12-2017,2,90,1,1,2,50,3,2
26-12-2017,2,90,1,2,2,10,3,1
26-12-2017,2,90,4,1,2,1,3,2
26-12-2017,2,90,4,2,2,41,3,4
26-12-2017,2,90,5,1,2,33,1,1
26-12-2017,2,40,4,1,1,35,3,1
26-12-2017,2,50,1,1,2,6,3,1
26-12-2017,2,50,4,1,1,18,3,1
26-12-2017,2,50,4,2,2,34,3,2
26-12-2017,2,60,1,1,1,48,1,1
26-12-2017,2,60,4,2,2,32,3,1
26-12-2017,2,60,7,1,1,30,3,1
26-12-2017,2,70,1,1,1,9,2,1
26-12-2017,2,70,1,5,2,46,3,1
26-12-2017,2,70,1,8,4,12,3,1
26-12-2017,2,70,4,2,2,37,3,3
26-12-2017,2,70,4,5,2,20,3,2
26-12-2017,2,70,6,1,2,10,3,1
26-12-2017,2,70,6,2,5,46,3,1
26-12-2017,2,20,1,1,-1,23,2,1
26-12-2017,2,20,1,1,1,11,3,1
26-12-2017,2,20,4,1,1,17,3,1
26-12-2017,2,20,4,1,2,12,3,2
26-12-2017,2,20,4,2,2,40,3,2
26-12-2017,2,90,1,1,-1,47,3,1
26-12-2017,2,90,1,1,1,46,3,15
26-12-2017,2,90,1,1,2,39,3,7
26-12-2017,2,90,1,2,1,14,3,1
26-12-2017,2,90,1,8,1,49,3,1
26-12-2017,2,90,1,8,4,26,3,1
26-12-2017,2,90,1,9,1,19,3,1
26-12-2017,2,90,4,1,1,36,3,6
26-12-2017,2,90,4,1,2,17,3,5
26-12-2017,2,90,4,2,2,18,3,18
26-12-2017,2,90,4,3,2,45,3,1
26-12-2017,2,90,4,3,3,18,3,1
26-12-2017,2,90,4,4,2,29,3,1
26-12-2017,2,90,4,5,2,40,3,7
26-12-2017,2,90,4,8,2,40,3,1
26-12-2017,2,90,5,2,2,29,3,1
26-12-2017,2,90,7,9,1,12,3,2
26-12-2017,2,90,7,9,2,14,3,1
26-12-2017,2,40,1,1,1,10,3,2
26-12-2017,2,50,1,1,2,3,3,1
26-12-2017,2,50,1,2,2,21,3,1
26-12-2017,2,50,4,1,1,46,3,1
26-12-2017,2,50,6,2,2,17,3,1
26-12-2017,2,60,1,1,1,47,2,2
26-12-2017,2,60,1,1,2,36,3,2
26-12-2017,2,60,1,2,2,22,3,1
26-12-2017,2,60,1,5,2,44,3,1
26-12-2017,2,40,4,4,2,14,3,1
26-12-2017,2,50,4,2,2,19,3,1
26-12-2017,2,60,1,1,1,8,3,1
26-12-2017,2,70,1,1,1,36,3,1
26-12-2017,2,90,1,1,1,41,3,1
26-12-2017,2,90,4,1,2,26,3,1
26-12-2017,2,90,7,9,-1,6,3,1
26-12-2017,3,20,4,2,2,13,3,1
26-12-2017,3,70,1,1,1,12,3,3
26-12-2017,3,90,1,1,2,33,3,1
26-12-2017,3,90,1,9,4,31,3,1
26-12-2017,3,90,4,1,2,3,3,1
26-12-2017,3,90,4,2,2,27,2,1
26-12-2017,3,90,4,3,2,23,3,1
26-12-2017,3,90,4,8,2,49,3,1
26-12-2017,3,40,1,1,1,27,2,1
26-12-2017,3,60,1,1,2,46,3,1
26-12-2017,3,70,1,1,1,16,3,1
26-12-2017,4,20,4,1,2,3,3,1
26-12-2017,4,90,1,2,2,10,2,1
26-12-2017,4,90,4,3,2,5,3,1
26-12-2017,5,70,4,5,2,28,3,1
26-12-2017,9,70,1,1,1,35,3,1
27-01-2017,1,40,4,1,2,4,3,1
27-01-2017,1,70,1,1,1,10,2,1
27-01-2017,1,20,1,1,1,1,3,1
27-01-2017,1,90,1,1,1,36,3,4
27-01-2017,1,20,1,1,1,39,3,1
27-01-2017,1,20,4,1,1,2,3,1
27-01-2017,1,20,4,8,2,50,3,1
27-01-2017,1,90,1,9,4,17,3,1
27-01-2017,1,90,4,1,1,6,2,2
27-01-2017,1,90,4,1,2,34,3,1
27-01-2017,1,90,4,1,4,22,3,1
27-01-2017,1,90,4,8,2,3,3,1
27-01-2017,1,40,4,1,1,26,3,1
27-01-2017,1,70,1,1,1,4,2,1
27-01-2017,1,70,6,7,4,50,2,1
27-01-2017,1,20,1,1,1,14,3,1
27-01-2017,1,20,1,1,2,38,3,1
27-01-2017,1,20,4,9,1,25,3,1
27-01-2017,1,90,1,1,1,20,3,21
27-01-2017,1,90,1,1,2,41,3,12
27-01-2017,1,90,1,1,4,16,3,3
27-01-2017,1,90,1,8,2,41,3,1
27-01-2017,1,90,4,1,1,16,3,4
27-01-2017,1,90,4,1,2,12,3,3
27-01-2017,1,90,4,1,4,40,3,2
27-01-2017,1,90,4,2,2,45,2,5
27-01-2017,1,90,4,7,2,25,3,2
27-01-2017,1,90,4,8,1,20,3,1
27-01-2017,1,90,4,8,2,13,3,1
27-01-2017,1,90,4,9,2,22,3,1
27-01-2017,1,90,5,1,1,46,2,2
27-01-2017,1,90,5,2,2,19,3,1
27-01-2017,1,90,6,1,1,34,3,1
27-01-2017,1,90,6,2,2,2,3,1
27-01-2017,1,90,6,5,2,5,3,1
27-01-2017,1,90,7,1,1,28,3,1
27-01-2017,1,90,7,1,2,31,3,1
27-01-2017,1,90,7,9,1,4,2,1
27-01-2017,1,40,1,1,1,41,3,1
27-01-2017,1,40,1,1,2,3,3,1
27-01-2017,1,40,1,2,2,23,3,1
27-01-2017,1,40,4,1,2,25,3,1
27-01-2017,1,40,6,2,2,35,2,1
27-01-2017,1,50,6,2,2,49,3,1
27-01-2017,1,60,1,1,1,8,3,2
27-01-2017,1,60,1,1,2,25,3,4
27-01-2017,1,60,1,1,4,24,2,1
27-01-2017,1,60,4,1,2,22,3,1
27-01-2017,1,60,6,1,2,3,3,2
27-01-2017,1,60,6,2,2,30,3,2
27-01-2017,1,60,6,8,2,9,2,1
27-01-2017,1,90,1,2,1,16,3,1
27-01-2017,1,90,4,1,4,32,3,1
27-01-2017,1,20,1,1,1,46,3,2
27-01-2017,1,90,1,1,1,12,3,1
27-01-2017,1,90,1,1,2,38,3,1
27-01-2017,1,90,4,1,2,36,3,1
27-01-2017,2,90,1,1,1,5,3,6
27-01-2017,2,90,1,1,2,22,1,2
27-01-2017,2,90,1,1,4,27,3,1
27-01-2017,2,90,1,8,4,14,3,1
27-01-2017,2,90,4,1,1,18,3,2
27-01-2017,2,90,4,1,2,8,3,1
27-01-2017,2,90,4,2,2,33,3,2
27-01-2017,2,90,4,8,2,26,3,1
27-01-2017,2,90,4,9,1,16,3,1
27-01-2017,2,90,7,1,2,10,3,1
27-01-2017,2,40,1,1,2,41,3,1
27-01-2017,2,40,4,1,1,23,3,1
27-01-2017,2,40,4,2,2,46,3,1
27-01-2017,2,60,4,1,1,42,2,1
27-01-2017,2,20,1,8,2,7,2,1
27-01-2017,2,20,4,1,2,27,3,1
27-01-2017,2,90,1,1,1,22,3,2
27-01-2017,2,90,1,1,2,23,3,1
27-01-2017,2,90,1,7,2,9,3,1
27-01-2017,2,90,1,1,1,48,3,4
27-01-2017,2,90,1,1,2,29,3,3
27-01-2017,2,90,4,1,1,50,1,2
27-01-2017,2,90,4,1,2,26,3,2
27-01-2017,2,90,4,2,2,48,3,2
27-01-2017,2,90,4,9,2,31,3,1
27-01-2017,2,40,1,1,1,20,3,1
27-01-2017,2,40,4,1,1,43,3,1
27-01-2017,2,40,4,1,2,31,3,2
27-01-2017,2,40,4,2,2,36,1,1
27-01-2017,2,50,1,1,1,27,3,1
27-01-2017,2,50,1,1,2,10,3,2
27-01-2017,2,50,4,1,2,6,3,1
27-01-2017,2,50,4,8,2,19,3,1
27-01-2017,2,60,1,1,2,50,3,3
27-01-2017,2,70,1,1,1,49,3,3
27-01-2017,2,70,1,1,2,3,3,2
27-01-2017,2,70,1,1,4,16,3,1
27-01-2017,2,70,4,1,1,30,3,1
27-01-2017,2,70,6,1,2,15,2,1
27-01-2017,2,70,7,1,4,17,3,1
27-01-2017,2,20,1,1,1,49,3,5
27-01-2017,2,20,1,1,2,22,3,1
27-01-2017,2,20,1,8,2,38,3,1
27-01-2017,2,20,4,1,1,46,3,2
27-01-2017,2,20,4,1,2,18,3,1
27-01-2017,2,20,4,2,2,2,2,1
27-01-2017,2,90,1,1,1,26,3,31
27-01-2017,2,90,1,1,2,5,3,18
27-01-2017,2,90,1,1,4,7,2,1
27-01-2017,2,90,1,2,2,19,3,3
27-01-2017,2,90,1,7,2,44,3,1
27-01-2017,2,90,1,8,4,45,3,1
27-01-2017,2,90,1,9,-1,16,3,1
27-01-2017,2,90,1,9,1,50,3,3
27-01-2017,2,90,4,1,1,16,3,12
27-01-2017,2,90,4,1,2,43,3,20
27-01-2017,2,90,4,1,4,10,2,1
27-01-2017,2,90,4,2,1,24,3,1
27-01-2017,2,90,4,2,2,8,3,14
27-01-2017,2,90,4,9,1,10,3,3
27-01-2017,2,90,4,9,2,21,3,1
27-01-2017,2,90,6,1,1,21,3,1
27-01-2017,2,90,6,2,2,44,3,2
27-01-2017,2,90,7,1,1,22,3,1
27-01-2017,2,90,7,2,2,15,3,1
27-01-2017,2,40,1,1,1,28,3,2
27-01-2017,2,40,1,1,2,50,3,4
27-01-2017,2,40,1,2,2,26,3,1
27-01-2017,2,40,4,2,2,4,3,2
27-01-2017,2,40,6,1,2,13,3,2
27-01-2017,2,50,1,1,1,8,3,1
27-01-2017,2,50,1,1,2,4,3,2
27-01-2017,2,50,4,5,2,32,3,1
27-01-2017,2,60,1,1,1,39,3,9
27-01-2017,2,60,1,1,2,19,3,9
27-01-2017,2,60,1,1,4,30,2,1
27-01-2017,2,60,1,2,2,42,3,1
27-01-2017,2,60,1,5,2,10,3,1
27-01-2017,2,60,4,7,4,45,3,1
27-01-2017,2,60,6,1,1,17,3,1
27-01-2017,2,60,6,1,2,34,3,1
27-01-2017,2,60,6,2,2,9,2,1
27-01-2017,2,60,6,7,2,43,3,1
27-01-2017,2,60,7,1,2,37,3,1
27-01-2017,2,60,7,8,4,38,2,1
27-01-2017,2,90,1,1,1,8,3,1
27-01-2017,2,40,1,1,1,32,3,1
27-01-2017,2,50,1,1,2,20,3,1
27-01-2017,2,70,1,2,2,36,3,1
27-01-2017,2,70,1,1,1,43,3,1
27-01-2017,3,90,4,1,1,15,3,1
27-01-2017,3,90,1,1,1,2,3,1
27-01-2017,3,40,1,1,1,39,3,2
27-01-2017,3,40,4,1,2,8,3,1
27-01-2017,3,50,4,1,2,40,3,1
27-01-2017,3,70,1,1,1,42,3,1
27-01-2017,3,20,1,1,1,15,2,1
27-01-2017,3,90,1,1,1,23,3,7
27-01-2017,3,90,1,1,2,9,3,3
27-01-2017,3,90,1,1,4,18,2,1
27-01-2017,3,90,4,1,1,35,3,1
27-01-2017,3,90,4,1,2,15,3,4
27-01-2017,3,90,4,2,2,39,3,2
27-01-2017,3,40,1,1,2,20,3,1
27-01-2017,3,50,6,1,1,26,2,1
27-01-2017,3,60,1,1,2,38,3,3
27-01-2017,3,60,1,1,4,31,2,2
27-01-2017,3,60,4,1,2,48,3,1
27-01-2017,3,60,6,1,1,1,3,2
27-01-2017,3,60,6,1,2,33,3,2
27-01-2017,3,50,4,1,1,17,3,1
27-01-2017,4,90,1,1,1,33,3,1
27-01-2017,4,70,1,1,1,7,3,1
27-01-2017,4,70,4,1,2,31,3,1
27-01-2017,4,90,1,1,2,28,3,1
27-01-2017,4,90,4,1,2,18,3,1
27-01-2017,4,40,1,1,2,17,3,1
27-01-2017,4,60,1,1,4,26,3,1
27-01-2017,6,70,6,2,2,28,3,1
27-02-2017,1,90,1,1,1,32,3,1
27-02-2017,1,20,1,1,1,38,2,2
27-02-2017,1,20,1,2,2,14,3,1
27-02-2017,1,20,1,5,2,33,3,1
27-02-2017,1,20,4,9,2,13,3,1
27-02-2017,1,90,1,1,1,20,3,2
27-02-2017,1,90,1,2,2,23,3,2
27-02-2017,1,90,4,1,-1,39,3,1
27-02-2017,1,20,1,4,2,27,3,1
27-02-2017,1,90,1,1,1,44,3,2
27-02-2017,1,90,1,2,2,16,3,2
27-02-2017,1,90,4,1,1,43,3,1
27-02-2017,1,90,4,1,2,5,3,1
27-02-2017,1,40,1,2,2,39,3,1
27-02-2017,1,40,4,1,2,36,3,1
27-02-2017,1,60,4,6,3,27,2,1
27-02-2017,1,70,1,1,2,15,3,1
27-02-2017,1,70,1,2,2,28,3,2
27-02-2017,1,70,1,5,5,10,3,4
27-02-2017,1,70,4,2,2,38,2,1
27-02-2017,1,70,6,1,2,37,2,2
27-02-2017,1,20,1,1,1,43,3,3
27-02-2017,1,20,1,1,2,17,3,1
27-02-2017,1,20,1,2,2,2,3,3
27-02-2017,1,20,4,2,2,37,3,1
27-02-2017,1,20,5,1,1,29,3,1
27-02-2017,1,20,6,2,2,25,3,1
27-02-2017,1,20,7,9,1,13,3,1
27-02-2017,1,90,1,1,1,25,2,20
27-02-2017,1,90,1,1,2,43,3,9
27-02-2017,1,90,1,2,2,40,3,8
27-02-2017,1,90,1,4,2,15,3,1
27-02-2017,1,90,1,5,2,12,3,1
27-02-2017,1,90,1,8,2,43,3,1
27-02-2017,1,90,4,1,1,14,2,5
27-02-2017,1,90,4,1,2,45,3,10
27-02-2017,1,90,4,2,2,20,3,6
27-02-2017,1,90,4,5,2,22,3,1
27-02-2017,1,90,5,1,1,2,3,1
27-02-2017,1,90,5,2,2,47,3,1
27-02-2017,1,40,6,2,2,18,3,1
27-02-2017,1,40,6,8,2,10,3,1
27-02-2017,1,50,1,1,2,3,3,2
27-02-2017,1,60,1,1,4,6,2,3
27-02-2017,1,60,1,2,2,16,3,2
27-02-2017,1,60,1,3,4,39,3,1
27-02-2017,1,60,1,5,2,15,2,1
27-02-2017,1,60,6,1,1,44,3,1
27-02-2017,1,60,6,1,4,48,3,1
27-02-2017,1,60,6,2,2,32,3,3
27-02-2017,1,50,1,1,1,23,3,1
27-02-2017,1,60,6,2,2,8,3,1
27-02-2017,1,90,1,1,2,24,3,2
27-02-2017,1,90,4,2,4,46,3,1
27-02-2017,1,40,4,8,2,1,3,1
27-02-2017,1,60,6,2,3,26,3,1
27-02-2017,2,90,1,1,1,29,3,3
27-02-2017,2,90,1,1,2,10,3,2
27-02-2017,2,90,1,2,2,13,3,2
27-02-2017,2,90,1,5,2,28,3,1
27-02-2017,2,90,4,1,2,22,3,1
27-02-2017,2,90,4,2,2,21,3,6
27-02-2017,2,90,4,3,2,46,3,1
27-02-2017,2,40,1,1,1,44,3,2
27-02-2017,2,50,1,1,1,50,3,1
27-02-2017,2,50,4,2,2,26,3,1
27-02-2017,2,60,1,1,1,41,3,1
27-02-2017,2,70,1,8,2,14,3,1
27-02-2017,2,90,1,1,1,23,3,1
27-02-2017,2,90,1,2,2,21,3,1
27-02-2017,2,90,4,1,2,30,3,1
27-02-2017,2,90,4,8,2,24,3,1
27-02-2017,2,90,1,1,1,33,3,2
27-02-2017,2,90,1,2,2,42,3,1
27-02-2017,2,90,4,3,2,39,3,1
27-02-2017,2,90,6,5,2,40,3,1
27-02-2017,2,40,1,1,1,7,3,1
27-02-2017,2,40,1,1,2,43,3,2
27-02-2017,2,50,1,1,1,41,2,4
27-02-2017,2,50,1,1,2,38,2,1
27-02-2017,2,50,1,2,5,2,2,1
27-02-2017,2,50,6,5,2,18,3,1
27-02-2017,2,70,1,1,1,33,3,3
27-02-2017,2,70,1,1,2,6,3,5
27-02-2017,2,70,1,2,2,20,3,2
27-02-2017,2,70,1,5,2,37,3,1
27-02-2017,2,70,4,1,2,44,3,1
27-02-2017,2,70,4,2,2,42,3,2
27-02-2017,2,70,6,1,1,4,3,1
27-02-2017,2,70,6,2,2,35,3,2
27-02-2017,2,20,1,1,2,27,3,3
27-02-2017,2,20,1,2,2,9,3,3
27-02-2017,2,20,1,9,2,16,3,1
27-02-2017,2,20,4,1,1,45,3,1
27-02-2017,2,20,4,1,2,43,3,1
27-02-2017,2,20,4,2,2,23,3,1
27-02-2017,2,90,1,1,1,34,3,30
27-02-2017,2,90,1,1,2,16,3,17
27-02-2017,2,90,1,1,4,18,2,1
27-02-2017,2,90,1,2,2,9,3,17
27-02-2017,2,90,1,4,1,27,3,1
27-02-2017,2,90,1,4,2,21,3,1
27-02-2017,2,90,1,5,2,48,3,2
27-02-2017,2,90,1,8,2,26,3,1
27-02-2017,2,90,1,9,1,17,3,3
27-02-2017,2,90,1,9,2,41,3,2
27-02-2017,2,90,4,1,1,8,3,4
27-02-2017,2,90,4,1,2,47,3,5
27-02-2017,2,90,4,2,2,49,2,13
27-02-2017,2,90,4,5,2,35,3,1
27-02-2017,2,90,4,8,1,26,3,1
27-02-2017,2,90,4,8,2,28,2,3
27-02-2017,2,90,6,1,2,45,3,1
27-02-2017,2,90,6,2,2,36,3,1
27-02-2017,2,90,7,1,1,19,3,1
27-02-2017,2,90,7,2,2,4,3,3
27-02-2017,2,40,1,1,1,15,3,1
27-02-2017,2,40,1,1,2,36,3,4
27-02-2017,2,40,1,2,2,7,3,3
27-02-2017,2,40,1,8,2,13,3,1
27-02-2017,2,50,1,1,1,39,3,1
27-02-2017,2,50,1,1,2,1,3,4
27-02-2017,2,50,1,2,2,8,2,4
27-02-2017,2,50,4,1,2,43,3,1
27-02-2017,2,50,6,1,1,18,3,1
27-02-2017,2,60,1,1,1,18,2,5
27-02-2017,2,60,1,1,2,39,3,3
27-02-2017,2,60,1,2,2,31,3,5
27-02-2017,2,60,1,8,2,50,3,1
27-02-2017,2,60,1,9,2,24,3,1
27-02-2017,2,60,6,1,1,3,3,1
27-02-2017,2,60,6,1,2,49,3,2
27-02-2017,2,60,6,2,2,17,3,1
27-02-2017,2,60,6,6,2,20,3,1
27-02-2017,2,60,7,1,1,17,3,1
27-02-2017,2,90,1,1,2,19,3,1
27-02-2017,2,40,4,1,1,12,3,1
27-02-2017,2,50,1,1,2,46,3,1
27-02-2017,2,90,1,9,-1,46,3,1
27-02-2017,2,90,4,9,-1,19,3,1
27-02-2017,2,40,1,2,2,28,2,1
27-02-2017,3,90,1,1,1,36,3,1
27-02-2017,3,40,1,1,2,38,3,1
27-02-2017,3,60,1,9,2,50,3,1
27-02-2017,3,70,1,1,1,21,3,1
27-02-2017,3,70,6,1,1,17,3,1
27-02-2017,3,70,6,2,2,25,2,1
27-02-2017,3,20,1,2,2,4,3,1
27-02-2017,3,90,1,1,1,3,3,4
27-02-2017,3,90,1,1,2,4,3,1
27-02-2017,3,90,1,2,2,13,3,5
27-02-2017,3,90,4,1,2,1,2,1
27-02-2017,3,40,1,1,2,35,3,1
27-02-2017,3,60,1,2,2,8,3,2
27-02-2017,3,60,1,3,3,12,3,1
27-02-2017,3,90,1,1,1,36,3,1
27-02-2017,3,70,1,8,4,30,1,1
27-02-2017,3,60,6,1,2,49,3,1
27-02-2017,4,70,6,1,1,13,2,2
27-02-2017,4,90,1,1,1,1,2,2
27-02-2017,4,90,1,1,2,46,3,1
27-02-2017,4,90,1,2,2,30,3,1
27-02-2017,4,90,4,1,2,14,2,1
27-02-2017,4,90,4,2,2,2,2,2
27-02-2017,6,90,1,9,1,12,3,1
27-02-2017,7,20,1,1,1,42,3,1
27-02-2017,9,90,4,1,2,6,3,1
27-03-2017,1,90,1,1,1,3,3,1
27-03-2017,1,90,1,9,1,34,3,1
27-03-2017,1,90,4,1,1,10,3,1
27-03-2017,1,40,1,1,1,34,3,1
27-03-2017,1,40,4,1,1,28,3,1
27-03-2017,1,20,1,1,1,7,3,4
27-03-2017,1,90,1,1,1,30,3,3
27-03-2017,1,90,1,1,1,50,2,3
27-03-2017,1,90,4,1,1,22,3,1
27-03-2017,1,40,4,1,1,38,3,1
27-03-2017,1,40,5,1,1,38,2,1
27-03-2017,1,70,1,1,1,14,3,1
27-03-2017,1,20,1,1,1,19,3,10
27-03-2017,1,20,4,1,1,4,3,1
27-03-2017,1,90,1,1,1,4,3,46
27-03-2017,1,90,1,9,1,1,3,2
27-03-2017,1,90,4,1,1,26,3,5
27-03-2017,1,90,6,1,1,34,3,1
27-03-2017,1,90,6,1,2,20,3,1
27-03-2017,1,40,5,1,1,31,3,1
27-03-2017,1,40,6,1,1,30,3,1
27-03-2017,1,50,1,1,1,33,3,1
27-03-2017,1,60,1,1,1,3,3,8
27-03-2017,1,60,6,1,1,45,3,4
27-03-2017,1,90,1,1,1,18,3,1
27-03-2017,1,20,1,1,1,8,3,1
27-03-2017,1,90,1,1,1,28,3,2
27-03-2017,1,90,4,1,1,13,3,1
27-03-2017,1,90,6,1,1,49,3,1
27-03-2017,1,60,1,1,1,19,3,1
27-03-2017,2,20,1,9,1,35,3,1
27-03-2017,2,90,1,1,1,35,3,8
27-03-2017,2,90,4,1,2,43,3,1
27-03-2017,2,40,1,1,1,17,3,3
27-03-2017,2,40,4,1,1,38,3,1
27-03-2017,2,50,4,1,1,49,3,1
27-03-2017,2,60,1,1,1,36,2,3
27-03-2017,2,60,4,1,1,2,3,1
27-03-2017,2,20,1,1,1,43,3,1
27-03-2017,2,20,4,1,1,49,3,1
27-03-2017,2,90,1,1,1,21,3,1
27-03-2017,2,20,1,1,1,33,3,1
27-03-2017,2,90,1,1,1,1,3,4
27-03-2017,2,90,4,1,1,35,3,2
27-03-2017,2,40,1,1,1,21,3,5
27-03-2017,2,40,4,1,1,5,2,3
27-03-2017,2,50,1,1,1,29,3,3
27-03-2017,2,60,1,1,1,8,3,1
27-03-2017,2,60,1,9,-1,25,3,1
27-03-2017,2,70,1,1,1,38,3,7
27-03-2017,2,70,1,7,1,37,2,1
27-03-2017,2,70,4,1,2,30,3,1
27-03-2017,2,70,6,1,1,48,3,1
27-03-2017,2,20,1,1,1,46,3,6
27-03-2017,2,20,4,1,1,18,3,4
27-03-2017,2,20,7,1,1,12,3,2
27-03-2017,2,90,1,1,1,23,3,81
27-03-2017,2,90,1,9,1,50,3,3
27-03-2017,2,90,4,1,1,39,3,9
27-03-2017,2,90,4,2,1,10,3,1
27-03-2017,2,90,5,1,-1,19,2,1
27-03-2017,2,90,6,1,1,6,2,1
27-03-2017,2,90,7,1,1,20,3,4
27-03-2017,2,90,7,9,1,28,3,1
27-03-2017,2,40,1,1,1,20,3,10
27-03-2017,2,50,1,1,1,17,3,3
27-03-2017,2,50,6,1,1,43,2,1
27-03-2017,2,50,6,1,2,28,3,1
27-03-2017,2,60,1,1,1,10,2,11
27-03-2017,2,60,1,9,1,17,3,1
27-03-2017,2,90,1,1,1,45,3,1
27-03-2017,2,90,4,2,2,11,3,1
27-03-2017,2,70,1,1,1,20,3,3
27-03-2017,2,20,6,1,1,36,3,1
27-03-2017,2,90,1,1,1,26,3,1
27-03-2017,2,90,4,9,-1,8,2,1
27-03-2017,2,60,6,7,1,50,3,1
27-03-2017,3,40,7,1,1,16,3,1
27-03-2017,3,60,1,1,1,37,3,1
27-03-2017,3,40,1,1,1,2,3,1
27-03-2017,3,50,1,1,1,39,3,1
27-03-2017,3,60,6,1,1,48,3,1
27-03-2017,3,70,1,1,1,23,2,3
27-03-2017,3,70,6,1,1,39,2,1
27-03-2017,3,20,1,1,1,35,3,2
27-03-2017,3,90,1,1,1,48,3,23
27-03-2017,3,90,1,1,2,34,3,1
27-03-2017,3,90,7,1,1,33,3,1
27-03-2017,3,40,1,1,1,33,3,1
27-03-2017,3,40,4,1,1,15,3,1
27-03-2017,3,60,1,1,1,34,2,6
27-03-2017,4,50,1,1,1,16,3,1
27-03-2017,4,70,1,1,1,18,3,1
27-03-2017,4,90,1,1,1,40,3,2
27-03-2017,4,90,4,1,1,19,3,1
27-03-2017,4,40,1,1,1,38,3,1
27-03-2017,4,60,1,1,1,43,3,4
27-03-2017,5,40,1,1,1,30,3,1
27-03-2017,5,60,1,1,1,4,3,1
27-03-2017,6,70,1,1,1,45,3,1
27-03-2017,6,90,1,1,1,6,3,1
27-04-2017,1,90,1,1,1,46,3,1
27-04-2017,1,90,4,1,1,5,3,1
27-04-2017,1,50,1,2,2,32,3,2
27-04-2017,1,20,1,1,1,39,3,1
27-04-2017,1,90,1,1,1,5,3,2
27-04-2017,1,60,1,1,1,9,2,1
27-04-2017,1,20,1,1,1,11,2,1
27-04-2017,1,90,1,1,1,35,3,4
27-04-2017,1,40,1,1,1,31,2,1
27-04-2017,1,40,1,2,2,5,3,1
27-04-2017,1,70,1,2,2,40,1,1
27-04-2017,1,70,4,1,1,48,3,1
27-04-2017,1,70,4,1,2,12,3,2
